140, 12, 0
450, 20, 16
00, 10,  0
15,  0, 0
92,  0,  0
68,  0, 0
119, 0, 0
40, 0, 10
150,  10, 16
160, 0,  0
68,   0,  0
219,  0, 21
140, 12, 0
150,  10, 16
160, 0,  0
24,  0,  0
24,  0,  0
